 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Óbitos por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"353370 Ocauçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;11
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353390 Olímpia";-;-;-;-;-;2;2;-;1;4;2;4;5;1;2;3;-;1;-;-;3;4;1;3;4;-;1;2;-;2;3;4;3;1;3;3;2;2;3;2;1;-;7;2;1;-;-;2;9;1;1;4;1;3;2;2;4;-;3;4;1;1;1;4;-;-;1;-;2;1;-;3;1;1;-;1;2;1;1;-;-;1;-;1;2;1;2;-;2;1;1;-;-;-;1;-;1;1;-;-;2;-;1;2;2;-;-;-;2;-;164
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;14
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353430 Orlândia";-;-;-;-;-;-;-;1;1;-;2;-;2;1;1;-;-;1;3;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;1;2;1;-;-;3;-;-;1;-;1;-;-;2;-;2;2;-;-;-;2;-;2;2;1;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;1;1;-;-;1;-;1;1;1;1;-;-;-;1;2;-;2;1;-;1;2;-;1;-;2;-;-;65
"353440 Osasco";-;-;-;1;5;7;8;9;9;3;11;4;10;12;11;8;8;8;8;10;12;8;6;4;13;11;14;10;7;11;11;9;9;7;10;13;11;9;7;14;15;4;4;6;4;7;3;3;5;3;5;7;2;9;7;11;6;11;8;6;6;9;4;6;5;12;6;10;3;7;11;9;14;6;12;5;7;5;7;10;11;13;10;14;5;10;8;11;5;6;7;10;9;4;10;10;10;8;9;14;8;15;9;5;30;47;24;15;12;9;966
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;1;-;-;1;-;-;2;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;29
"353470 Ourinhos";-;-;-;-;3;1;3;3;2;2;3;2;4;4;5;5;3;3;4;3;2;1;4;2;1;3;6;1;1;5;-;5;1;2;3;4;6;4;1;4;1;2;2;2;-;1;2;5;2;4;4;2;2;3;2;2;1;3;2;3;3;3;2;2;3;2;1;1;1;2;1;1;3;-;2;4;3;1;1;2;7;5;4;6;-;2;1;2;5;1;3;2;1;3;1;2;1;1;1;1;2;4;1;7;5;4;-;1;3;1;266
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;1;-;-;-;1;-;-;-;3;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;22
"353475 Ouroeste";-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;18
"353490 Pacaembu";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;-;-;-;-;1;-;-;16
"353500 Palestina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;10
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;1;1;-;1;-;1;-;-;2;1;1;-;-;1;-;-;-;-;-;20
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;1;-;15
"353530 Palmital";-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;1;2;-;3;2;1;1;-;-;-;-;-;3;-;-;-;-;-;1;1;-;2;1;1;1;-;-;2;1;-;3;-;-;1;-;1;-;-;-;1;1;-;1;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3;2;-;-;-;2;-;-;2;-;1;-;-;-;-;1;1;-;-;3;-;-;-;-;1;2;1;-;-;-;2;-;1;-;3;65
"353540 Panorama";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;19
"353550 Paraguaçu Paulista";-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;2;1;1;-;2;3;1;-;-;-;1;-;1;-;-;-;-;2;1;1;2;4;3;-;3;-;1;3;2;3;1;1;1;1;2;3;2;1;4;-;3;-;-;-;-;2;-;-;2;2;-;1;1;1;1;3;-;1;1;1;3;-;1;-;-;2;1;2;-;-;-;-;-;2;1;1;3;1;-;2;1;-;4;-;-;-;1;2;1;-;1;-;-;105
"353560 Paraibuna";-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;26
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;11
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;1;-;1;-;14
"353590 Paranapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353600 Parapuã";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353610 Pardinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;10
"353620 Pariquera-Açu";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;1;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;1;1;2;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;32
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;1;1;18
"353640 Paulicéia";-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;10
"353650 Paulínia";-;-;-;-;1;1;-;1;1;1;-;1;2;3;1;2;-;1;1;1;2;2;1;1;3;1;2;-;2;2;-;1;-;1;1;-;-;1;2;2;1;-;4;3;1;2;1;-;1;-;1;3;1;1;2;1;1;-;4;3;-;2;-;-;1;3;3;2;4;1;2;3;-;-;1;1;2;1;1;1;-;-;2;4;1;-;1;3;-;-;1;2;-;1;1;2;-;1;-;1;4;1;1;1;1;2;6;1;1;-;137
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353660 Paulo de Faria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353670 Pederneiras";-;-;-;-;-;-;2;1;-;-;-;-;-;1;1;-;-;-;-;-;2;-;1;-;2;-;-;-;2;-;-;-;1;2;1;-;-;-;1;2;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;3;2;-;3;-;-;-;1;2;1;1;2;1;2;3;1;1;-;1;-;-;2;-;1;3;-;-;-;2;-;1;-;1;2;-;-;4;1;1;-;2;3;2;1;1;-;1;1;2;1;-;80
"353680 Pedra Bela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"353700 Pedregulho";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"353710 Pedreira";-;-;-;-;-;-;-;2;1;-;1;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;1;1;-;1;-;-;-;-;-;1;1;1;1;-;-;-;1;4;-;38
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;21
"353730 Penápolis";-;-;-;-;1;-;-;1;1;2;2;2;2;-;1;1;2;1;1;1;-;-;3;1;-;1;1;1;3;1;2;-;-;-;2;2;2;1;2;2;3;-;1;-;3;-;2;-;1;4;2;-;-;1;-;-;-;1;-;1;2;-;1;1;-;1;2;-;-;-;3;2;2;-;-;-;1;-;2;-;2;-;1;2;2;1;1;2;3;2;3;-;1;-;1;-;2;1;-;-;1;2;-;1;-;-;3;-;-;-;109
"353740 Pereira Barreto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;1;1;2;-;-;1;25
"353750 Pereiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;13
"353760 Peruíbe";-;-;-;-;-;1;2;2;2;2;2;2;2;3;2;1;-;3;1;3;1;2;-;-;2;-;1;1;1;-;1;1;3;-;3;2;1;1;3;-;1;2;1;1;-;-;1;2;-;1;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;1;2;1;-;2;1;1;-;2;-;2;1;1;1;1;-;-;1;2;-;2;-;2;3;1;1;2;1;1;3;1;4;3;-;112
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;16
"353780 Piedade";-;-;-;-;-;1;-;-;-;2;1;-;2;-;-;1;-;1;-;1;-;-;1;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;1;1;-;2;2;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;2;1;1;1;-;-;-;-;-;1;-;-;-;1;-;2;2;-;2;2;-;-;1;-;-;1;1;-;1;-;-;1;1;-;-;1;3;1;5;1;59
"353790 Pilar do Sul";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;29
"353800 Pindamonhangaba";-;-;-;-;-;-;1;3;2;1;2;2;5;5;5;3;7;2;-;1;1;1;-;-;6;1;3;1;2;2;3;-;5;4;2;2;-;1;1;3;1;1;2;2;1;1;1;1;1;2;3;2;1;1;4;2;1;5;1;1;4;2;1;1;1;3;2;3;2;2;2;3;3;-;2;2;2;2;2;2;-;3;2;2;4;3;1;-;1;-;-;3;1;1;1;4;3;2;1;3;-;2;2;5;1;3;-;-;2;1;203
"353810 Pindorama";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;1;-;22
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;26
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;1;1;1;-;20
"353860 Piracaia";-;-;-;-;-;-;2;-;-;-;-;1;1;-;1;-;2;1;-;-;-;-;-;-;-;-;2;-;3;-;-;-;1;-;-;-;1;-;-;2;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;1;2;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;1;1;2;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;43
"353870 Piracicaba";-;-;-;2;5;4;3;2;5;2;4;4;5;3;9;6;5;5;2;3;3;2;5;3;8;6;4;7;3;8;3;6;1;7;1;1;6;4;5;8;3;3;8;6;3;4;9;3;7;8;3;4;4;5;11;2;8;3;6;7;4;5;3;2;1;7;4;5;4;4;6;6;3;6;2;1;9;5;5;3;4;6;2;6;4;4;5;8;6;8;5;6;3;8;8;12;8;4;7;7;8;5;5;5;6;5;9;5;6;1;528
"353880 Piraju";-;-;-;-;-;1;-;-;1;-;1;2;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;1;2;-;-;2;1;-;-;1;1;-;1;-;2;1;-;-;2;2;1;1;-;-;-;1;1;1;-;-;-;-;2;-;46
